Conference,Player,Class,Pos,School,G,MP,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM
SEC,Adam Cottrell,FR,G,Alabama,4,3,1,0,0,0,2,0,0,,,,,0,0.3,0,0,0,-33,0,-37.2
SEC,Jermaine Couisnard,SO,G,South Carolina,30,780,85,95,23,4,66,84,363,0.392,0.458,0.29,0.669,12.1,2.8,3.2,0.8,0.1,14.7,2,2.1
SEC,Austin Crowley,FR,G,Mississippi,32,546,50,53,12,2,26,38,91,0.369,0.444,0.282,0.75,2.8,1.6,1.7,0.4,0.1,8,0.8,-0.4
SEC,Tyree Crump,SR,G,Georgia,30,603,67,32,18,1,33,34,208,0.356,0.452,0.329,0.852,6.9,2.2,1.1,0.6,0,11.4,1.1,0.9
SEC,Carlos Curry,FR,F,Mississippi,17,78,12,2,3,2,3,16,12,0.4,0.4,,,0.7,0.7,0.1,0.2,0.1,5,0.1,-3
SEC,Jeantal Cylla,SR,F,Arkansas,28,202,39,4,3,4,12,30,29,0.286,0.364,0.154,0.538,1,1.4,0.1,0.1,0.1,2.1,0,-4.2
SEC,Javian Davis-Fleming,FR,F,Alabama,31,498,118,14,19,13,34,76,186,0.594,0.624,0.25,0.615,6,3.8,0.5,0.6,0.4,17.3,1.7,2.5
SEC,Darius Days,SO,F,Louisiana State,31,729,212,25,18,10,31,90,344,0.486,0.688,0.295,0.786,11.1,6.8,0.8,0.6,0.3,23.6,3.6,5.8
SEC,Dylan Disu,FR,F,Vanderbilt,32,865,181,32,34,30,46,105,238,0.358,0.554,0.295,0.548,7.4,5.7,1,1.1,0.9,11.5,1.2,0.7
SEC,Samir Doughty,SR,G,Auburn,31,1032,121,85,36,4,73,76,517,0.412,0.484,0.335,0.767,16.7,3.9,2.7,1.2,0.1,19.4,4.3,5.6
SEC,Anthony Edwards,FR,G,Georgia,32,1057,167,91,43,18,87,70,610,0.402,0.504,0.294,0.772,19.1,5.2,2.8,1.3,0.6,20.8,3.6,5.5
SEC,Jaxon Etter,FR,G,Georgia,9,19,2,0,1,0,0,2,0,0,,0,,0,0.2,0,0.1,0,0.7,0,-3.3
SEC,Maxwell Evans,JR,G,Vanderbilt,32,894,109,42,22,1,28,54,264,0.39,0.478,0.331,0.661,8.3,3.4,1.3,0.7,0,11.9,1.5,0.4
SEC,Tye Fagan,SO,G,Georgia,32,372,55,17,14,9,15,13,132,0.56,0.63,0.263,0.625,4.1,1.7,0.5,0.4,0.3,19,1.2,6.2
SEC,KeyShawn Feazell,JR,F,Mississippi State,24,254,43,9,3,3,17,23,33,0.333,0.4,0.25,0.625,1.4,1.8,0.4,0.1,0.1,3.5,0,-2.6
SEC,Savion Flagg,JR,G,Texas A&M,30,959,154,75,22,7,78,44,313,0.413,0.459,0.37,0.551,10.4,5.1,2.5,0.7,0.2,13.4,1.9,2.7
SEC,Allen Flanigan,FR,G,Auburn,31,429,83,11,8,4,25,52,100,0.394,0.531,0.143,0.459,3.2,2.7,0.4,0.3,0.1,6.7,0.5,-2.1
SEC,Jacob Fleschman,JR,G,Tennessee,5,8,1,2,0,0,1,1,3,0.333,,0.333,,0.6,0.2,0.4,0,0,15.7,0,2.5
SEC,Jaylen Forbes,FR,G,Alabama,30,313,63,14,5,2,25,45,80,0.32,0.632,0.214,0.667,2.7,2.1,0.5,0.2,0.1,6,0.2,-3.4
SEC,Brooks Ford,SO,G,Missouri,5,9,0,0,0,0,1,0,3,1,,1,,0.6,0,0,0,0,12.1,0,1.8
SEC,Javon Franklin,SO,F,Auburn,5,6,1,1,0,0,1,0,0,,,,,0,0.2,0.2,0,0,-0.8,0,-1.6
SEC,Mark French,SR,G,Texas A&M,23,233,13,20,6,0,13,13,34,0.256,0.308,0.233,0.625,1.5,0.6,0.9,0.3,0,3.3,0,-3
SEC,Alanzo Frink,SO,F,South Carolina,30,429,111,15,16,20,22,82,159,0.596,0.615,0,0.569,5.3,3.7,0.5,0.5,0.7,20.2,1.9,3.5
SEC,John Fulkerson,JR,F,Tennessee,31,934,183,39,33,27,57,94,426,0.612,0.613,0.5,0.748,13.7,5.9,1.3,1.1,0.9,23.8,4.6,6.8
SEC,Davonte Gaines,FR,G,Tennessee,29,303,56,14,23,6,12,34,72,0.333,0.421,0.158,0.721,2.5,1.9,0.5,0.8,0.2,14.1,1,5
SEC,Gorjok Gak,JR,C,Florida,2,11,3,0,0,0,1,4,0,0,0,,0,0,1.5,0,0,0,-18.4,-0.1,-20.4
SEC,Ques Glover,FR,G,Florida,31,384,30,19,5,2,40,30,136,0.432,0.538,0.244,0.531,4.4,1,0.6,0.2,0.1,7.2,0.1,-4
SEC,Andre Gordon,FR,G,Texas A&M,28,677,58,44,24,1,53,25,177,0.343,0.393,0.272,0.731,6.3,2.1,1.6,0.9,0,6.5,0.2,-1.8
SEC,Marshall Graves,SR,G,Louisiana State,16,116,8,5,1,0,4,8,24,0.364,0.667,0.316,0.5,1.5,0.5,0.3,0.1,0,5.9,0.1,-1
SEC,Mike Green,FR,G,South Carolina,8,15,3,1,2,0,1,1,9,0.5,0.5,0.5,1,1.1,0.4,0.1,0.3,0,33.3,0.1,18.3
SEC,Donnell Gresham,SR,G,Georgia,32,633,128,47,32,0,23,45,161,0.451,0.614,0.286,0.811,5,4,1.5,1,0,16.5,2.1,5.3
SEC,Yavuz Gultekin,FR,F,Texas A&M,24,192,39,4,4,1,6,17,45,0.45,0.556,0.231,0.75,1.9,1.6,0.2,0.2,0,12.3,0.5,1.1
SEC,Ashton Hagans,SO,G,Kentucky,30,994,117,191,58,6,103,78,345,0.404,0.448,0.258,0.81,11.5,3.9,6.4,1.9,0.2,17.3,3.3,4.7
SEC,Rayshaun Hammonds,JR,F,Georgia,32,896,238,48,27,13,61,102,414,0.464,0.512,0.35,0.652,12.9,7.4,1.5,0.8,0.4,19.2,2.9,3.2
SEC,Trae Hannibal,FR,G,South Carolina,26,330,54,32,32,3,39,45,104,0.424,0.468,0.154,0.6,4,2.1,1.2,1.2,0.1,12.2,0.6,2.7
SEC,Jalen Harris,JR,G,Arkansas,32,777,68,76,28,8,47,81,135,0.374,0.5,0.279,0.745,4.2,2.1,2.4,0.9,0.3,8,1.4,0.7
SEC,Jordan Harris,SR,G,Georgia,23,460,92,22,26,10,38,49,163,0.504,0.644,0.292,0.75,7.1,4,1,1.1,0.4,16.8,1.3,5
SEC,Raymond Hawkins,FR,F,Alabama,6,5,0,0,0,0,1,2,0,,,,,0,0,0,0,0,-17.9,0,-20
SEC,Ethan Henderson,SO,F,Arkansas,20,184,46,4,4,16,2,32,31,0.571,0.571,,0.412,1.6,2.3,0.2,0.2,0.8,14.4,0.7,3.9
SEC,Micaiah Henry,SR,C,South Carolina,9,35,8,1,1,0,0,5,1,0,0,,0.2,0.1,0.9,0.1,0.1,0,2.1,0,-1
SEC,Blake Hinson,SO,G,Mississippi,28,872,129,39,16,9,62,89,284,0.396,0.5,0.319,0.703,10.1,4.6,1.4,0.6,0.3,10.3,1.4,0
SEC,Rodney Howard,FR,C,Georgia,24,176,35,3,2,15,10,31,31,0.565,0.565,,0.278,1.3,1.5,0.1,0.1,0.6,9.2,0.2,-1.6
SEC,Sammy Hunter,FR,F,Mississippi,27,306,37,11,6,4,15,47,78,0.408,0.444,0.125,0.704,2.9,1.4,0.4,0.2,0.1,7.6,0.4,-3.2
SEC,Aundre Hyatt,SO,F,Louisiana State,29,317,58,7,11,8,10,28,56,0.294,0.444,0.24,1,1.9,2,0.2,0.4,0.3,7.8,0.4,1.4
SEC,Quenton Jackson,JR,G,Texas A&M,29,684,85,45,36,6,44,59,256,0.366,0.448,0.244,0.76,8.8,2.9,1.6,1.2,0.2,15.4,2,3
SEC,Tray Jackson,FR,F,Missouri,26,210,47,3,5,3,20,25,76,0.433,0.588,0.231,0.692,2.9,1.8,0.1,0.2,0.1,11.7,0.4,-0.6
SEC,Josiah-Jordan James,FR,G,Tennessee,27,806,149,79,23,23,68,68,200,0.37,0.371,0.367,0.778,7.4,5.5,2.9,0.9,0.9,11.2,1.5,3.1
SEC,Brock Jancek,SO,F,Tennessee,5,7,1,0,0,0,0,0,0,0,0,,,0,0.2,0,0,0,-6.9,0,-15.3
SEC,Oton Jankovic,FR,F,Vanderbilt,21,130,20,3,4,3,9,18,16,0.263,0.333,0.2,0.571,0.8,1,0.1,0.2,0.1,2.6,-0.1,-5.6
SEC,Jason Jitoboh,FR,C,Florida,21,131,28,0,0,7,5,22,38,0.517,0.517,,0.471,1.8,1.3,0,0,0.3,13.4,0.4,-1.1
SEC,Isaiah Joe,SO,G,Arkansas,26,939,107,45,37,7,45,48,439,0.367,0.447,0.342,0.89,16.9,4.1,1.7,1.4,0.3,17.5,3.2,5.3
SEC,Britton Johnson,SO,G,Alabama,6,6,0,0,0,0,0,1,3,0.333,,0.333,,0.5,0,0,0,0,8.8,0,-3.9
SEC,Jalen Johnson,JR,G,Tennessee,31,484,63,30,13,13,17,46,107,0.37,0.522,0.319,0.85,3.5,2,1,0.4,0.4,11.4,1.3,3.7
SEC,Jamal Johnson,SO,G,Auburn,31,346,39,11,9,2,13,35,107,0.354,0.167,0.386,0.688,3.5,1.3,0.4,0.3,0.1,11.7,1,3.1
SEC,Keyontae Johnson,SO,F,Florida,31,970,221,49,38,10,53,88,435,0.544,0.602,0.38,0.768,14,7.1,1.6,1.2,0.3,23.9,4.9,8.5
SEC,Herb Jones,JR,F,Alabama,27,716,173,62,34,19,50,97,214,0.484,0.525,0.071,0.625,7.9,6.4,2.3,1.3,0.7,15.5,2.1,3.9
SEC,Mason Jones,JR,G,Arkansas,31,1050,169,106,50,6,99,101,683,0.453,0.539,0.351,0.826,22,5.5,3.4,1.6,0.2,27.3,6.1,9.4
SEC,Tyrell Jones,FR,G,Auburn,11,38,10,7,4,0,4,6,9,0.25,0.333,0.167,0.4,0.8,0.9,0.6,0.4,0,12.4,0.1,-0.8
SEC,Ben Jordan,SO,F,Kentucky,2,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,-46.7,0,-1.5
SEC,Jon Jossell,SR,G,Vanderbilt,12,51,5,0,4,0,1,7,0,0,0,0,,0,0.4,0,0.3,0,1,0,-3.5
SEC,Andrew Junkin,FR,F,Mississippi State,3,5,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0.3,0,0,-1.9
SEC,Johnny Juzang,FR,G,Kentucky,28,344,54,9,5,2,15,28,82,0.377,0.441,0.326,0.833,2.9,1.9,0.3,0.2,0.1,8.4,0.7,1.6
SEC,Zach Kent,FR,F,Tennessee,2,10,2,0,0,0,1,1,3,0.5,,0.5,,1.5,1,0,0,0,7.3,0,-3.7
SEC,Elias King,FR,F,Mississippi State,6,20,2,1,0,0,1,0,10,0.571,0.667,0.5,,1.7,0.3,0.2,0,0,21.6,0.1,7
SEC,Maik Kotsar,SR,F,South Carolina,31,944,195,72,46,34,48,93,348,0.497,0.498,0,0.69,11.2,6.3,2.3,1.5,1.1,19.1,3.6,6.2
SEC,A.J. Lawson,SO,G,South Carolina,31,903,114,58,37,4,62,68,416,0.414,0.494,0.339,0.724,13.4,3.7,1.9,1.2,0.1,16.2,2.9,4.3
SEC,Saben Lee,JR,G,Vanderbilt,32,1052,113,134,49,9,99,57,594,0.483,0.549,0.322,0.752,18.6,3.5,4.2,1.5,0.3,24.3,4,5.3
SEC,Chandler Leopard,,G,Auburn,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
SEC,Wildens Leveque,FR,F,South Carolina,30,295,77,6,10,15,16,62,73,0.609,0.609,,0.459,2.4,2.6,0.2,0.3,0.5,14.3,0.9,0.7
SEC,Kira Lewis,SO,G,Alabama,31,1167,148,162,56,18,110,81,573,0.459,0.507,0.366,0.802,18.5,4.8,5.2,1.8,0.6,19.8,4.1,5.5
SEC,Scottie Lewis,FR,G,Florida,30,872,108,23,36,36,34,67,255,0.441,0.48,0.361,0.817,8.5,3.6,0.8,1.2,1.2,15.8,2.9,6.6
SEC,Noah Locke,SO,G,Florida,31,923,78,22,20,1,23,30,329,0.429,0.424,0.432,0.714,10.6,2.5,0.7,0.6,0,14.6,2.9,5.6
SEC,Will Macoy,SR,G,Auburn,2,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-3.8
SEC,Tre Mann,FR,G,Florida,29,516,55,20,17,2,32,53,155,0.356,0.438,0.275,0.655,5.3,1.9,0.7,0.6,0.1,7.7,0.6,-0.8
SEC,Charles Manning,JR,G,Louisiana State,19,428,60,20,10,20,20,33,150,0.5,0.534,0.406,0.68,7.9,3.2,1.1,0.5,1.1,16.5,1.2,5.1
SEC,Tyrese Maxey,FR,G,Kentucky,31,1069,133,99,27,12,67,74,433,0.427,0.492,0.292,0.833,14,4.3,3.2,0.9,0.4,16.3,3.6,4.4
SEC,Skylar Mays,SR,G,Louisiana State,31,1067,156,100,55,7,70,52,517,0.491,0.548,0.394,0.854,16.7,5,3.2,1.8,0.2,23.7,5.1,8.3
SEC,John McBride,FR,G,Mississippi,9,15,3,0,0,1,1,0,3,0.143,0,0.25,,0.3,0.3,0,0,0.1,-1.2,0,-11.3
SEC,J'Von McCormick,SR,G,Auburn,31,972,124,139,35,2,74,74,362,0.384,0.435,0.305,0.581,11.7,4,4.5,1.1,0.1,14.6,2.7,3.1
SEC,Jalyn McCreary,FR,F,South Carolina,27,310,72,7,7,12,21,76,111,0.573,0.58,0,0.378,4.1,2.7,0.3,0.3,0.4,13.2,0.8,-1
SEC,Luke McGhee,SO,F,Texas A&M,4,4,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-1.4
SEC,Conner McKay,JR,G,Mississippi,2,3,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,-5.6
SEC,Mario McKinney,FR,G,Missouri,7,59,11,2,0,0,4,3,18,0.25,0.294,0,0.889,2.6,1.6,0.3,0,0,6.7,0,-6.1
SEC,Anfernee McLemore,SR,F,Auburn,31,630,136,13,22,34,29,89,211,0.435,0.623,0.28,0.661,6.8,4.4,0.4,0.7,1.1,16,2.2,4.5
SEC,Emanuel Miller,FR,F,Texas A&M,30,739,190,26,21,2,35,58,191,0.404,0.443,0.143,0.617,6.4,6.3,0.9,0.7,0.1,13.2,1.8,0.9
SEC,Franco Miller Jr,FR,G,Mississippi,19,139,18,6,1,0,11,13,6,0.111,0.25,0.071,0.5,0.3,0.9,0.3,0.1,0,-4.8,-0.3,-8.1
SEC,Justin Minaya,JR,F,South Carolina,22,655,132,45,14,20,20,46,172,0.41,0.556,0.264,0.66,7.8,6,2,0.6,0.9,14.6,2.1,5
SEC,Wendell Mitchell,SR,G,Texas A&M,30,829,82,57,40,4,53,70,306,0.331,0.4,0.293,0.771,10.2,2.7,1.9,1.3,0.1,12.5,1.8,2.2
SEC,Iverson Molinar,FR,G,Mississippi State,31,478,32,40,8,4,32,47,184,0.489,0.531,0.371,0.768,5.9,1,1.3,0.3,0.1,14.8,1.4,0.9
SEC,EJ Montgomery,SO,F,Kentucky,28,674,151,17,12,31,29,78,171,0.518,0.534,0.167,0.667,6.1,5.4,0.6,0.4,1.1,14.1,2.1,3.9
SEC,T.J. Moss,SO,G,South Carolina,30,355,26,44,8,1,31,35,61,0.271,0.302,0.238,0.294,2,0.9,1.5,0.3,0,1.3,-0.2,-5.2
SEC,Matthew Moyer,JR,F,Vanderbilt,25,304,55,6,9,9,9,44,49,0.298,0.429,0.172,0.476,2,2.2,0.2,0.4,0.4,5.5,0.1,-3.5
SEC,Josh Nebo,SR,F,Texas A&M,29,836,179,24,12,55,59,70,362,0.665,0.668,0,0.613,12.5,6.2,0.8,0.4,1.9,24.4,3.7,6
SEC,Nathan Nelson,SO,F,South Carolina,11,37,2,0,0,0,1,6,2,0.167,0.2,0,,0.2,0.2,0,0,0,-5.2,0,-7.8
SEC,Andrew Nembhard,SO,G,Florida,31,1030,92,173,33,2,80,47,347,0.441,0.513,0.308,0.775,11.2,3,5.6,1.1,0.1,16.5,3.2,3.7
SEC,Aaron Nesmith,SO,F,Vanderbilt,14,500,68,13,20,12,24,39,322,0.512,0.5,0.522,0.825,23,4.9,0.9,1.4,0.9,29,2.6,9.7
SEC,Amanze Ngumezi,SO,F,Georgia,7,108,17,3,1,6,8,14,43,0.474,0.548,0.143,0.545,6.1,2.4,0.4,0.1,0.9,12.7,0.1,-3.1
SEC,Reed Nikko,SR,F,Missouri,30,470,103,14,9,19,28,79,148,0.632,0.632,,0.745,4.9,3.4,0.5,0.3,0.6,18,1.9,3.1
SEC,Olivier Nkamhoua,FR,F,Tennessee,30,343,91,10,4,15,31,47,98,0.557,0.585,0.2,0.613,3.3,3,0.3,0.1,0.5,13.4,0.8,-0.3
SEC,Ejike Obinna,JR,F,Vanderbilt,31,565,133,0,14,7,26,69,118,0.563,0.57,0,0.549,3.8,4.3,0,0.5,0.2,11,0.9,-1.5
SEC,Emeka Obukwelu,JR,F,Arkansas,6,6,5,0,0,0,0,0,0,0,,0,,0,0.8,0,0,0,8,0,-11.2
SEC,Prince Oduro,SO,F,Mississippi State,21,85,19,1,1,3,7,19,25,0.538,0.538,,0.688,1.2,0.9,0,0,0.1,11.2,0.2,-3.4
SEC,Sam Okauru,FR,G,Alabama,2,1,0,0,0,1,0,0,0,,,,,0,0,0,0,0.5,42,0,-2.2
SEC,Axel Okongo,JR,F,Missouri,8,30,2,0,0,1,1,6,5,1,1,,0.5,0.6,0.3,0,0,0.1,6.4,0.1,-1
SEC,Isaac Okoro,FR,F,Auburn,28,881,124,57,26,25,55,76,360,0.514,0.607,0.286,0.672,12.9,4.4,2,0.9,0.9,19.1,3.4,6.3
SEC,Myles Parker,SO,F,Auburn,2,3,0,0,0,0,1,0,0,,,,,0,0,0,0,0,-20.5,0,-21.1
SEC,Omar Payne,FR,F,Florida,30,454,107,7,8,34,18,66,115,0.614,0.614,,0.371,3.8,3.6,0.2,0.3,1.1,17.6,1.6,3.9
SEC,Zan Payne,,G,Kentucky,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
SEC,Mike Peake,FR,F,Georgia,24,217,47,1,3,6,14,25,56,0.564,0.75,0.091,0.786,2.3,2,0,0.1,0.3,11.2,0.4,-1.2
SEC,Drew Pember,FR,F,Tennessee,22,121,22,5,1,2,5,14,29,0.333,0.556,0.2,0.714,1.3,1,0.2,0,0.1,10.2,0.3,0.9
SEC,Reggie Perry,SO,F,Mississippi State,31,963,312,72,26,36,90,96,538,0.5,0.542,0.324,0.768,17.4,10.1,2.3,0.8,1.2,28.5,5.2,8.5
SEC,John Petty,JR,G,Alabama,29,971,190,73,33,19,75,54,421,0.462,0.5,0.44,0.674,14.5,6.6,2.5,1.1,0.7,18.5,3.3,6.6
SEC,Javon Pickett,SO,G,Missouri,31,835,120,43,17,5,43,73,205,0.389,0.423,0.288,0.609,6.6,3.9,1.4,0.5,0.2,8.8,1.3,-0.1
SEC,Xavier Pinson,SO,G,Missouri,31,743,87,86,24,0,79,79,344,0.391,0.461,0.279,0.817,11.1,2.8,2.8,0.8,0,16,2.2,2.2
SEC,Scotty Pippen,FR,G,Vanderbilt,32,952,88,114,35,4,86,97,384,0.393,0.409,0.362,0.709,12,2.8,3.6,1.1,0.1,14.8,1.9,-0.5
SEC,Uros Plavsic,FR,C,Tennessee,16,117,15,3,3,0,9,25,42,0.421,0.421,,0.667,2.6,0.9,0.2,0.2,0,7.4,0.1,-6.9
SEC,Yves Pons,JR,F,Tennessee,31,1052,166,33,13,73,50,81,336,0.489,0.555,0.349,0.638,10.8,5.4,1.1,0.4,2.4,15.9,3.1,4.4
SEC,Quinten Post,FR,F,Mississippi State,8,21,12,1,0,1,3,4,9,0.375,0.4,0.333,1,1.1,1.5,0.1,0,0.1,18.5,0.1,-4.1
SEC,Danjel Purifoy,SR,F,Auburn,30,797,131,44,25,8,31,50,256,0.381,0.542,0.301,0.836,8.5,4.4,1.5,0.8,0.3,14.7,2.6,5.2
SEC,Immanuel Quickley,SO,G,Kentucky,30,989,126,56,27,4,48,70,482,0.417,0.409,0.428,0.923,16.1,4.2,1.9,0.9,0.1,20.4,4.8,7.3
SEC,Alex Reese,JR,F,Alabama,31,707,150,33,13,30,48,55,273,0.391,0.611,0.298,0.667,8.8,4.8,1.1,0.4,1,14,1.5,2.6
SEC,Isaiah Rice,JR,G,Vanderbilt,16,76,3,3,5,0,3,5,9,0.231,0,0.375,0,0.6,0.2,0.2,0.3,0,4.2,0,-1.1
SEC,Nick Richards,JR,F,Kentucky,31,919,241,7,3,66,49,98,435,0.642,0.642,,0.752,14,7.8,0.2,0.1,2.1,25.8,5.1,7
SEC,Luis Rodriguez,SO,G,Mississippi,5,112,26,13,5,2,3,5,29,0.375,0.529,0,0.688,5.8,5.2,2.6,1,0.4,19.6,0.4,5.9
SEC,Nate Sestina,SR,F,Kentucky,28,554,106,23,12,16,20,73,161,0.463,0.507,0.407,0.75,5.8,3.8,0.8,0.4,0.6,15.4,2.1,5.9
SEC,Jaden Shackelford,FR,G,Alabama,31,911,139,44,17,6,45,52,466,0.413,0.52,0.357,0.768,15,4.5,1.4,0.5,0.2,18.3,3.2,5.1
SEC,Devontae Shuler,JR,G,Mississippi,32,1060,145,105,54,9,61,61,374,0.423,0.466,0.355,0.626,11.7,4.5,3.3,1.7,0.3,16.4,3,5
SEC,Desi Sills,SO,G,Arkansas,32,997,95,39,30,5,44,96,340,0.425,0.53,0.329,0.648,10.6,3,1.2,0.9,0.2,11.9,2.4,1.8
SEC,Javonte Smart,SO,G,Louisiana State,31,1061,109,129,33,5,70,55,387,0.415,0.478,0.326,0.814,12.5,3.5,4.2,1.1,0.2,15.3,2.8,2.7
SEC,Dru Smith,JR,G,Missouri,31,1017,131,121,64,12,86,94,393,0.412,0.46,0.294,0.899,12.7,4.2,3.9,2.1,0.4,19.4,4,6.4
SEC,Galin Smith,JR,F,Alabama,31,405,79,7,3,24,25,73,97,0.557,0.574,0,0.422,3.1,2.5,0.2,0.1,0.8,9.8,0.6,-1.1
SEC,Mark Smith,JR,G,Missouri,24,641,94,18,22,1,29,42,239,0.393,0.458,0.371,0.735,10,3.9,0.8,0.9,0,14.6,2.1,5
SEC,Mitchell Smith,JR,F,Missouri,30,658,146,20,21,9,17,87,153,0.35,0.403,0.294,0.854,5.1,4.9,0.7,0.7,0.3,12,2,2.8
SEC,Isaac Stansbury,,G,Mississippi State,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
SEC,Ty Stevens,JR,G,Arkansas,6,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,-18.9,0,-19.9
SEC,D.J. Stewart,FR,G,Mississippi State,31,917,78,49,31,7,44,71,264,0.456,0.529,0.329,0.7,8.5,2.5,1.6,1,0.2,11.6,2,2
SEC,Mitchell Storm,SR,F,Mississippi State,4,9,2,0,0,0,0,1,2,1,1,,,0.5,0.5,0,0,0,17.2,0,4.5
SEC,Christopher Sutherland,SR,G,Florida,2,2,0,0,0,0,0,0,1,,,,0.5,0.5,0,0,0,0,17.8,0,-2.4
SEC,Khadim Sy,JR,F,Mississippi,31,729,170,23,21,25,52,112,280,0.525,0.563,0.269,0.726,9,5.5,0.7,0.7,0.8,17.1,2.3,0.9
SEC,Marlon Taylor,SR,,Louisiana State,21,488,86,13,12,5,18,52,124,0.383,0.407,0.343,0.784,5.9,4.1,0.6,0.6,0.2,11.9,1.2,2
SEC,Jeremiah Tilmon,JR,F,Missouri,17,339,74,11,5,21,33,45,139,0.589,0.598,0.333,0.627,8.2,4.4,0.6,0.3,1.2,19.9,1.1,3.3
SEC,Lamonte Turner,SR,G,Tennessee,11,371,39,78,20,2,42,21,135,0.31,0.354,0.234,0.746,12.3,3.5,7.1,1.8,0.2,14.5,0.7,2
SEC,Stan Turnier,FR,G,Georgia,8,10,3,0,0,1,1,0,0,0,,0,,0,0.4,0,0,0.1,-2.9,0,-7.2
SEC,Breein Tyree,SR,G,Mississippi,31,1073,115,78,40,4,76,65,610,0.427,0.469,0.36,0.822,19.7,3.7,2.5,1.3,0.1,21,4,5.5
SEC,Everett Vaughn,FR,C,Texas A&M,1,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,,0,0
SEC,Santiago Vescovi,FR,G,Tennessee,19,576,62,70,23,3,67,61,204,0.373,0.391,0.36,0.808,10.7,3.3,3.7,1.2,0.2,11.5,1,0.7
SEC,Zach Walker,SO,G,Texas A&M,14,29,1,0,0,0,1,3,4,0.333,0.667,0,,0.3,0.1,0,0,0,-1.6,0,-7.5
SEC,Jaykwon Walton,FR,F,Georgia,7,38,3,2,0,0,1,3,15,0.455,0.667,0.2,1,2.1,0.4,0.3,0,0,14.2,0.1,0.5
SEC,Trendon Watford,FR,F,Louisiana State,31,979,224,53,27,22,82,67,421,0.489,0.547,0.269,0.674,13.6,7.2,1.7,0.9,0.7,18.9,3,3.5
SEC,Torrence Watson,SO,G,Missouri,31,524,41,10,8,4,35,40,143,0.286,0.303,0.281,0.875,4.6,1.3,0.3,0.3,0.1,3.7,0.2,-3.1
SEC,Nick Weatherspoon,JR,G,Mississippi State,21,636,73,86,19,9,59,67,244,0.435,0.469,0.258,0.829,11.6,3.5,4.1,0.9,0.4,15.6,1.7,2.8
SEC,Drew Weikert,SO,G,Vanderbilt,4,10,0,0,2,0,0,4,4,0.667,1,0,,1,0,0,0.5,0,21.9,0,8.9
SEC,Riley Welch,JR,G,Kentucky,4,3,0,0,2,0,0,0,0,0,0,,,0,0,0,0.5,0,26.7,0,4.2
SEC,Sahvir Wheeler,FR,G,Georgia,31,847,76,139,26,0,91,85,280,0.472,0.518,0.32,0.699,9,2.5,4.5,0.8,0,12.9,1.5,-1
SEC,Kahlil Whitney,FR,F,Kentucky,18,231,31,8,5,3,15,23,60,0.371,0.413,0.25,0.435,3.3,1.7,0.4,0.3,0.2,6.6,0.2,-2
SEC,Jimmy Whitt,SR,G,Arkansas,32,1181,164,69,44,14,44,74,449,0.487,0.488,0,0.707,14,5.1,2.2,1.4,0.4,17.1,3.9,3.9
SEC,Austin Wiley,SR,C,Auburn,31,663,288,17,16,50,52,84,330,0.574,0.578,0,0.671,10.6,9.3,0.5,0.5,1.6,30.2,4,8
SEC,Bryce Williams,JR,G,Mississippi,29,368,24,23,16,5,35,51,90,0.403,0.378,0.44,0.829,3.1,0.8,0.8,0.6,0.2,7.4,0.4,-1
SEC,Emmitt Williams,SO,F,Louisiana State,31,868,204,37,24,38,58,85,411,0.56,0.571,0.421,0.769,13.3,6.6,1.2,0.8,1.2,24.7,4.1,6.3
SEC,Jaylin Williams,FR,F,Auburn,14,100,25,6,6,5,6,12,34,0.536,0.737,0.111,1,2.4,1.8,0.4,0.4,0.4,21.1,0.4,8.1
SEC,Robert Woodard,SO,G,Mississippi State,31,1025,203,40,35,32,58,58,352,0.495,0.517,0.429,0.641,11.4,6.5,1.3,1.1,1,18.1,3.3,6
SEC,Jordan Wright,FR,G,Vanderbilt,31,514,86,14,24,8,39,61,177,0.378,0.495,0.151,0.761,5.7,2.8,0.5,0.8,0.3,11.7,0.5,-2.3
SEC,Evan Yerkes,SO,G,Missouri,8,28,2,2,1,0,0,4,8,0.3,0.5,0.25,,1,0.3,0.3,0.1,0,9.5,0.1,-0.1
Big-10,Justin Ahrens,SO,F,Ohio State,26,263,35,6,2,1,11,22,76,0.419,0.6,0.404,0.5,2.9,1.3,0.2,0.1,0,10.5,0.7,4
Big-10,Kyle Ahrens,SR,G,Michigan State,27,355,49,14,12,0,21,27,96,0.397,0.409,0.393,0.8,3.6,1.8,0.5,0.4,0,10,0.9,3.4
Big-10,Damezi Anderson,SO,F,Indiana,18,223,39,17,4,3,13,24,51,0.315,0.474,0.229,0.9,2.8,2.2,0.9,0.2,0.2,8.6,0.4,0.9
